t_s,avg_q,drop_rate_per_s,backlog_pkts,throughput_mbps,max_p,target_ms,limit_pkts
0.0,0.0,0.0,0,0.0,0.045,4.64,954
0.51,0.0,0.0,0,0.0,0.04,4.64,954
1.01,0.0,0.0,0,0.0,0.035,4.72,970
1.52,0.0,0.0,0,0.0,0.03,4.72,970
2.03,0.0,0.0,0,0.0,0.025,4.72,970
2.53,0.2,0.0,90,1.219,0.02,4.84,993
3.04,0.2,302.5,17,9.991,0.015,4.84,993
3.54,0.2,181.5,15,9.989,0.01,4.84,993
4.05,0.3,151.0,12,10.008,0.01,4.84,993
4.55,0.3,153.0,14,10.009,0.01,4.84,993
5.06,0.3,168.2,13,9.995,0.01,4.84,993
5.56,0.3,152.9,14,9.981,0.01,4.84,993
6.07,0.4,142.9,11,10.021,0.01,4.84,993
6.57,0.4,135.1,17,9.984,0.01,4.84,993
7.07,0.4,176.6,11,10.024,0.01,4.84,993
7.58,0.4,148.9,10,9.981,0.01,4.84,993
8.08,0.5,144.9,14,10.004,0.01,4.84,993
8.58,0.5,164.5,14,10.012,0.01,4.84,993
9.09,0.5,149.0,12,10.007,0.01,4.84,993
9.59,0.5,150.7,14,9.989,0.01,4.84,993
10.1,0.6,148.9,12,10.004,0.01,4.84,993
10.6,0.6,162.7,12,9.999,0.01,4.84,993
11.1,0.6,157.0,16,9.987,0.01,4.84,993
11.61,0.6,154.9,14,10.006,0.01,4.84,993
12.11,0.7,147.1,15,10.014,0.01,4.84,993
12.61,0.7,129.1,13,9.98,0.01,4.84,993
13.12,0.7,156.5,14,10.006,0.01,4.84,993
13.62,0.8,134.8,17,9.967,0.01,4.84,993
14.13,0.8,143.0,12,10.028,0.01,4.84,993
14.63,0.8,150.9,11,10.005,0.01,4.84,993
15.13,0.8,151.1,12,10.014,0.01,4.84,993
15.64,0.9,134.8,14,9.985,0.01,4.84,993
16.14,0.9,132.4,14,9.982,0.01,4.84,993
16.65,0.9,148.9,13,10.027,0.01,4.84,993
17.15,0.9,155.0,12,9.988,0.01,4.84,993
17.66,1.0,136.6,16,9.998,0.01,4.84,993
18.16,1.0,156.6,12,10.011,0.01,4.84,993
18.66,1.0,130.9,15,9.993,0.01,4.84,993
19.17,1.0,159.0,13,10.012,0.01,4.84,993
19.67,1.1,133.0,15,10.002,0.01,4.84,993
20.18,1.1,146.5,11,9.974,0.01,4.84,993
20.68,1.1,144.7,16,10.008,0.01,4.84,993
21.19,1.1,166.5,15,9.989,0.01,4.84,993
21.69,1.2,134.9,14,10.019,0.01,4.84,993
22.19,1.2,139.0,10,9.979,0.01,4.84,993
22.7,1.2,170.8,12,10.034,0.01,4.84,993
23.2,1.2,172.7,14,9.977,0.01,4.84,993
23.71,1.2,148.9,12,10.005,0.01,4.84,993
24.21,1.3,133.0,13,10.005,0.01,4.84,993
24.71,1.3,139.0,14,10.002,0.01,4.84,993
25.22,1.3,141.0,16,10.006,0.01,4.84,993
25.72,1.3,154.9,11,9.982,0.01,4.84,993
26.22,1.4,143.1,13,10.015,0.01,4.84,993
26.73,1.4,125.3,15,9.994,0.01,4.84,993
27.23,1.4,130.9,12,9.993,0.01,4.84,993
27.73,1.4,137.0,10,10.001,0.01,4.84,993
28.24,1.5,132.9,15,10.019,0.01,4.84,993
28.74,1.5,174.4,12,9.988,0.01,4.84,993
29.25,1.5,151.0,11,10.009,0.01,4.84,993
29.75,1.5,170.6,12,9.994,0.01,4.84,993
30.25,1.5,137.0,13,10.006,0.01,4.84,993
30.76,1.6,141.0,13,9.983,0.01,4.84,993
31.26,1.6,150.7,14,10.016,0.01,4.84,993
31.77,1.6,130.9,10,9.993,0.01,4.84,993
32.27,1.6,138.8,13,9.991,0.01,4.84,993
32.77,1.7,135.1,11,10.007,0.01,4.84,993
33.28,1.7,160.6,9,10.013,0.01,4.84,993
33.78,1.7,140.9,13,10.002,0.01,4.84,993
34.29,1.7,137.0,15,10.002,0.01,4.84,993
34.79,1.7,152.8,8,9.972,0.01,4.84,993
35.29,1.7,158.6,10,10.011,0.01,4.84,993
35.8,1.8,138.7,10,10.005,0.01,4.84,993
36.3,1.8,125.0,15,9.997,0.01,4.84,993
36.81,1.8,148.2,11,9.981,0.01,4.84,993
37.31,1.8,160.5,10,10.01,0.01,4.84,993
37.82,1.8,150.7,13,10.013,0.01,4.84,993
38.32,1.9,138.9,16,9.976,0.01,4.84,993
38.83,1.9,158.8,11,10.023,0.01,4.84,993
39.33,1.9,136.4,14,9.983,0.01,4.84,993
39.84,1.9,156.7,12,10.018,0.01,4.84,993
40.34,1.9,176.1,6,9.969,0.01,4.84,993
40.84,2.0,117.0,13,10.014,0.01,4.84,993
41.35,2.0,146.8,15,10.017,0.01,4.84,993
41.85,2.0,150.8,13,9.996,0.01,4.84,993
42.36,2.0,162.7,18,10.0,0.01,4.84,993
42.86,2.1,180.0,15,9.993,0.01,4.84,993
43.37,2.1,140.8,15,9.989,0.01,4.84,993
43.87,2.1,143.0,15,10.031,0.01,4.84,993
44.37,2.1,157.1,14,9.995,0.01,4.84,993
44.88,2.2,172.7,16,9.98,0.01,4.84,993
45.38,2.2,149.0,16,10.013,0.01,4.84,993
45.88,2.2,156.5,9,10.006,0.01,4.84,993
46.39,2.2,129.1,13,10.005,0.01,4.84,993
46.89,2.3,142.4,13,9.991,0.01,4.84,993
47.4,2.3,142.9,15,10.003,0.01,4.84,993
47.9,2.3,160.9,14,9.984,0.01,4.84,993
48.41,2.3,136.9,15,10.018,0.01,4.84,993
48.91,2.4,160.4,11,9.98,0.01,4.84,993
49.41,2.4,152.6,11,9.988,0.01,4.84,993
49.92,2.4,140.4,14,10.034,0.01,4.84,993
50.42,2.4,156.9,10,9.985,0.01,4.84,993
50.93,2.4,132.9,13,10.02,0.01,4.84,993
51.43,2.4,144.4,11,9.989,0.01,4.84,993
51.94,2.5,154.8,13,9.998,0.01,4.84,993
52.44,2.5,154.5,13,10.003,0.01,4.84,993
52.95,2.5,101.2,14,9.998,0.01,4.84,993
53.45,2.5,166.8,16,10.007,0.01,4.84,993
53.95,2.6,151.1,13,9.992,0.01,4.84,993
54.46,2.6,158.4,12,9.999,0.01,4.84,993
54.96,2.6,164.7,11,9.999,0.01,4.84,993
55.47,2.6,156.5,10,10.005,0.01,4.84,993
55.97,2.6,149.0,12,10.008,0.01,4.84,993
56.47,2.6,128.8,11,9.984,0.01,4.84,993
56.98,2.7,146.7,15,10.012,0.01,4.84,993
57.48,2.7,158.9,12,9.983,0.01,4.84,993
57.99,2.7,138.9,13,10.019,0.01,4.84,993
58.49,2.7,127.1,15,9.961,0.01,4.84,993
58.99,2.8,154.8,12,10.025,0.01,4.84,993
59.5,2.8,148.8,17,9.996,0.01,4.84,993
60.0,2.8,132.8,14,9.99,0.01,4.84,993
60.51,2.8,136.8,13,10.012,0.01,4.84,993
61.01,2.8,151.0,13,10.013,0.01,4.84,993
61.51,2.9,139.0,14,10.003,0.01,4.84,993
62.02,2.9,146.7,13,9.985,0.01,4.84,993
62.52,2.9,162.8,12,10.005,0.01,4.84,993
63.03,2.9,164.9,16,9.961,0.01,4.84,993
63.53,2.9,138.8,12,10.041,0.01,4.84,993
64.03,3.0,147.0,13,10.008,0.01,4.84,993
64.54,3.0,131.1,16,9.984,0.01,4.84,993
65.04,3.0,172.8,17,10.007,0.01,4.84,993
65.54,3.0,132.9,13,9.997,0.01,4.84,993
66.05,3.1,154.4,9,9.996,0.01,4.84,993
66.55,3.1,146.6,9,10.005,0.01,4.84,993
67.06,3.1,120.8,15,9.998,0.01,4.84,993
67.56,3.1,166.8,12,9.982,0.01,4.84,993
68.07,3.1,137.0,14,10.03,0.01,4.84,993
68.57,3.1,144.9,10,10.001,0.01,4.84,993
69.07,3.2,154.8,12,9.999,0.01,4.84,993
69.58,3.2,148.9,12,10.002,0.01,4.84,993
70.08,3.2,152.5,14,9.98,0.01,4.84,993
70.59,3.2,140.7,13,10.008,0.01,4.84,993
71.09,3.2,174.8,11,10.006,0.01,4.84,993
71.6,3.2,154.9,10,10.004,0.01,4.84,993
72.1,3.3,131.0,12,9.976,0.01,4.84,993
72.6,3.3,158.9,12,10.009,0.01,4.84,993
73.11,3.3,139.0,9,10.005,0.01,4.84,993
73.61,3.3,122.8,16,10.006,0.01,4.84,993
74.11,3.3,162.6,11,9.966,0.01,4.84,993
74.62,3.4,148.8,12,9.997,0.01,4.84,993
75.12,3.4,150.7,15,10.04,0.01,4.84,993
75.63,3.4,145.1,12,9.988,0.01,4.84,993
76.13,3.4,154.7,13,9.991,0.01,4.84,993
76.63,3.4,158.9,10,10.005,0.01,4.84,993
77.14,3.4,151.0,11,10.008,0.01,4.84,993
77.64,3.5,128.9,15,9.991,0.01,4.84,993
78.15,3.5,146.8,15,10.017,0.01,4.84,993
78.65,3.5,146.8,11,9.997,0.01,4.84,993
79.15,3.5,149.0,11,10.01,0.01,4.84,993
79.66,3.5,182.5,8,9.997,0.01,4.84,993
80.16,3.5,134.9,14,9.992,0.01,4.84,993
80.67,3.6,143.1,13,9.987,0.01,4.84,993
81.17,3.6,137.1,16,10.012,0.01,4.84,993
81.67,3.6,154.4,8,9.996,0.01,4.84,993
82.18,3.6,153.0,16,10.009,0.01,4.84,993
82.68,3.6,182.3,7,9.983,0.01,4.84,993
83.19,3.6,150.9,8,10.003,0.01,4.84,993
83.69,3.7,130.9,13,9.995,0.01,4.84,993
84.19,3.7,141.0,14,10.004,0.01,4.84,993
84.7,3.7,135.0,13,10.001,0.01,4.84,993
85.2,3.7,127.1,13,10.004,0.01,4.84,993
85.71,3.7,122.7,15,9.998,0.01,4.84,993
86.21,3.8,126.9,12,9.989,0.01,4.84,993
86.71,3.8,141.0,15,10.006,0.01,4.84,993
87.22,3.8,170.9,10,10.01,0.01,4.84,993
87.72,3.8,143.0,11,10.009,0.01,4.84,993
88.23,3.8,128.9,10,9.989,0.01,4.84,993
88.73,3.8,158.8,14,10.004,0.01,4.84,993
89.23,3.9,158.8,13,9.976,0.01,4.84,993
89.74,3.9,148.4,11,10.02,0.01,4.84,993
90.24,3.9,146.6,13,9.982,0.01,4.84,993
90.75,3.9,154.9,13,10.009,0.01,4.84,993
91.25,3.9,166.8,11,10.006,0.01,4.84,993
91.75,3.9,127.2,0,10.014,0.01,4.84,993
92.26,3.9,152.7,9,9.994,0.01,4.84,993
92.76,3.9,154.7,14,9.995,0.01,4.84,993
93.27,4.0,164.9,11,10.009,0.01,4.84,993
93.77,4.0,156.9,9,9.98,0.01,4.84,993
94.27,4.0,150.8,13,9.977,0.01,4.84,993
94.78,4.0,148.8,14,10.044,0.01,4.84,993
95.28,4.0,153.0,16,9.989,0.01,4.84,993
95.78,4.1,158.7,17,9.996,0.01,4.84,993
96.29,4.1,174.8,11,10.008,0.01,4.84,993
96.79,4.1,158.7,15,9.998,0.01,4.84,993
97.3,4.1,143.0,13,10.008,0.01,4.84,993
97.8,4.1,164.6,9,9.99,0.01,4.84,993
98.3,4.1,122.9,17,9.99,0.01,4.84,993
98.81,4.2,156.7,15,10.02,0.01,4.84,993
99.31,4.2,145.0,15,9.983,0.01,4.84,993
99.81,4.2,139.0,16,10.006,0.01,4.84,993
100.32,4.2,166.9,11,10.009,0.01,4.84,993
100.82,4.2,137.0,14,9.979,0.01,4.84,993
101.33,4.3,129.0,13,10.022,0.01,4.84,993
101.83,4.3,152.9,10,9.981,0.01,4.84,993
102.33,4.3,140.9,13,9.997,0.01,4.84,993
102.84,4.3,168.7,10,10.003,0.01,4.84,993
103.34,4.3,144.7,9,10.013,0.01,4.84,993
103.85,4.3,137.1,12,10.008,0.01,4.84,993
104.35,4.3,144.8,14,9.991,0.01,4.84,993
104.85,4.4,164.9,13,10.011,0.01,4.84,993
105.36,4.4,157.1,13,9.993,0.01,4.84,993
105.86,4.4,154.9,14,10.008,0.01,4.84,993
106.36,4.4,158.9,11,9.986,0.01,4.84,993
106.87,4.4,166.9,13,10.012,0.01,4.84,993
107.37,4.5,138.8,14,9.97,0.01,4.84,993
107.87,4.5,148.8,16,10.024,0.01,4.84,993
108.38,4.5,160.7,11,9.996,0.01,4.84,993
108.88,4.5,129.0,14,9.997,0.01,4.84,993
109.39,4.5,146.9,10,10.005,0.01,4.84,993
109.89,4.5,138.8,12,9.989,0.01,4.84,993
110.39,4.6,138.9,16,9.998,0.01,4.84,993
110.9,4.6,154.7,12,9.994,0.01,4.84,993
111.4,4.6,147.1,16,10.016,0.01,4.84,993
111.9,4.6,148.6,15,9.982,0.01,4.84,993
112.41,4.6,152.8,10,10.027,0.01,4.84,993
112.91,4.6,148.8,9,9.994,0.01,4.84,993
113.42,4.6,172.8,9,10.009,0.01,4.84,993
113.92,4.7,134.8,12,9.988,0.01,4.84,993
114.43,4.7,148.6,13,10.01,0.01,4.84,993
114.93,4.7,156.8,11,10.001,0.01,4.84,993
115.43,4.7,146.1,11,9.995,0.01,4.84,993
115.94,4.7,152.8,13,9.998,0.01,4.84,993
116.44,4.7,162.7,10,9.997,0.01,4.84,993
116.95,4.7,156.5,13,10.006,0.01,4.84,993
117.45,4.8,142.6,10,10.003,0.01,4.84,993
117.96,4.8,152.7,14,9.992,0.01,4.84,993
118.46,4.8,136.5,14,9.969,0.01,4.84,993
118.97,4.8,154.2,12,10.011,0.01,4.84,993
119.47,4.8,150.8,11,10.023,0.01,4.84,993
119.98,4.8,140.5,11,9.992,0.01,4.84,993
120.48,4.8,148.9,13,10.001,0.01,4.84,993
120.99,4.9,146.8,13,9.971,0.01,4.84,993
121.49,4.9,133.0,14,10.023,0.01,4.84,993
121.99,4.9,132.7,14,10.006,0.01,4.84,993
122.5,4.9,154.8,15,9.999,0.01,4.84,993
123.0,4.9,150.8,14,9.995,0.01,4.84,993
123.51,5.0,154.6,12,10.012,0.01,4.84,993
124.01,5.0,156.3,13,9.99,0.01,4.84,993
124.52,5.0,154.7,12,9.991,0.01,4.84,993
125.02,5.0,140.6,14,10.002,0.01,4.84,993
125.53,5.0,168.4,13,10.007,0.01,4.84,993
126.03,5.0,150.5,12,10.004,0.01,4.84,993
126.54,5.0,149.0,10,9.983,0.01,4.84,993
127.04,5.0,146.6,7,10.005,0.01,4.84,993
127.54,5.1,152.7,12,10.013,0.01,4.84,993
128.05,5.1,160.8,13,10.001,0.01,4.84,993
128.55,5.1,162.8,10,10.002,0.01,4.84,993
129.06,5.1,124.9,14,9.986,0.01,4.84,993
129.56,5.1,140.9,15,10.001,0.01,4.84,993
130.06,5.1,140.8,13,10.014,0.01,4.84,993
130.57,5.1,145.0,10,9.987,0.01,4.84,993
131.07,5.2,153.0,15,10.011,0.01,4.84,993
131.58,5.2,158.7,13,9.993,0.01,4.84,993
132.08,5.2,140.6,12,10.002,0.01,4.84,993
132.58,5.2,147.0,16,10.009,0.01,4.84,993
133.09,5.2,148.8,12,9.998,0.01,4.84,993
133.59,5.2,178.5,14,9.991,0.01,4.84,993
134.1,5.3,150.5,12,10.0,0.01,4.84,993
134.6,5.3,156.9,16,9.98,0.01,4.84,993
135.11,5.3,146.8,9,10.023,0.01,4.84,993
135.61,5.3,138.7,11,9.986,0.01,4.84,993
136.11,5.3,148.8,16,10.024,0.01,4.84,993
136.62,5.3,142.9,14,9.999,0.01,4.84,993
137.12,5.4,152.7,11,9.994,0.01,4.84,993
137.63,5.4,168.7,13,9.998,0.01,4.84,993
138.13,5.4,144.9,13,10.002,0.01,4.84,993
138.63,5.4,136.7,13,9.986,0.01,4.84,993
139.14,5.4,160.6,8,10.014,0.01,4.84,993
139.64,5.4,148.8,11,9.998,0.01,4.84,993
140.15,5.4,152.7,12,9.99,0.01,4.84,993
140.65,5.4,158.9,8,10.007,0.01,4.84,993
141.15,5.4,162.8,9,10.004,0.01,4.84,993
141.66,5.5,148.5,16,9.979,0.01,4.84,993
142.16,5.5,148.9,10,10.027,0.01,4.84,993
142.67,5.5,154.9,13,9.985,0.01,4.84,993
143.17,5.5,178.5,9,10.017,0.01,4.84,993
143.67,5.5,146.5,10,9.996,0.01,4.84,993
144.18,5.5,154.9,13,10.006,0.01,4.84,993
144.68,5.5,164.9,11,9.988,0.01,4.84,993
145.19,5.5,172.4,7,10.011,0.01,4.84,993
145.69,5.5,142.9,13,10.0,0.01,4.84,993
146.19,5.6,139.0,11,10.003,0.01,4.84,993
146.7,5.6,154.7,12,9.972,0.01,4.84,993
147.2,5.6,178.6,11,10.022,0.01,4.84,993
147.71,5.6,154.9,12,9.983,0.01,4.84,993
148.21,5.6,143.1,13,10.017,0.01,4.84,993
148.71,5.6,142.6,15,9.982,0.01,4.84,993
149.22,5.6,132.8,16,10.01,0.01,4.84,993
149.72,5.7,158.9,15,10.006,0.01,4.84,993
150.23,5.7,176.8,13,9.983,0.01,4.84,993
150.73,5.7,150.5,15,9.999,0.01,4.84,993
151.23,5.7,170.5,10,10.015,0.01,4.84,993
151.74,5.7,128.9,13,9.991,0.01,4.84,993
